14410679238	16160892861	20180916174519	0465
19602240179	14171709460	20180709181225	0491
19313925217	15305526350	20180316065656	1379
17885275338	18840172592	20181015023844	0862
14397114174	13319935953	20180627150359	2271
19683537146	15305526350	20180913120836	2849
16160892861	18101213362	20180711122759	1764
15647679901	19602240179	20181217101432	2786
14410679238	19683537146	20180402022705	1098
16574556259	18101213362	20180930113343	0882
17885275338	19602240179	20180315212345	2893
14930423697	14397114174	20180421172003	2331
14930423697	15280214634	20180206222542	2514
16160892861	16574556259	20180406133348	2999
19154926260	19565082510	20181009061834	2596
15647679901	19154926260	20180711212432	2359
18101213362	15280214634	20180625100217	0949
19602240179	14930423697	20180906133048	2881
15647679901	17885275338	20180919132400	2741
16574556259	15305526350	20180722204918	2046
19602240179	17885275338	20180530092437	0417
14171709460	15781588029	20180404005517	1395
14171709460	14397114174	20180810183446	0250
17885275338	14397114174	20180214155707	2674
15305526350	19342117869	20181203061309	1227
19565082510	15305526350	20180311182701	2595
19602240179	14410679238	20181230183106	0057
14171709460	19565082510	20180908034119	1018
15244749863	15884588694	20180114233959	2417
17885275338	13319935953	20180816213959	1373
17336673697	16569963779	20180609043351	2253
14410679238	15781588029	20181231051534	1834
19313925217	14410679238	20181126161125	0688
17885275338	14397114174	20181210012324	1294
15781588029	14397114174	20181210205547	1995
19313925217	15781588029	20181028173212	2084
18101213362	15647679901	20180919012346	1174
19342117869	17885275338	20181110042938	1751
17336673697	19683537146	20180720214158	0037
16160892861	19683537146	20180210094932	0892
15781588029	19565082510	20181205044604	0960
19313925217	17336673697	20180809004443	2675
13319935953	19313925217	20180309180855	1562
15884588694	16574556259	20180322054459	0780
15244749863	19313925217	20181002173050	1995
15647679901	14171709460	20180604084605	1418
15305526350	14397114174	20181204003219	2429
15781588029	17885275338	20180829131326	2703
18101213362	15884588694	20180605052804	0226
14171709460	16569963779	20180918012735	2421
19602240179	14397114174	20181113225927	1626
17885275338	15781588029	20180215063647	1072
16569963779	14930423697	20181010161517	2503
14397114174	18101213362	20181227041023	0378
19342117869	19154926260	20180418081235	0031
14930423697	19342117869	20180724040309	1746
14397114174	19313925217	20180831130012	2056
19565082510	16569963779	20180103214340	1628
15244749863	17336673697	20180524044559	2040
14410679238	14397114174	20180518233045	0113
19683537146	17336673697	20180712154042	0524
15244749863	19313925217	20180606064823	2231
19565082510	14397114174	20181220131946	2841
19602240179	15305526350	20181210153356	1905
15305526350	15781588029	20180928233956	1016
14171709460	15280214634	20180602203109	1018
15280214634	15884588694	20180907173923	2811
19683537146	15305526350	20181123145537	1336
16574556259	19683537146	20181118093250	0933
17405139883	17885275338	20181121115621	2543
19154926260	19565082510	20181229152033	1435
19602240179	16569963779	20181223064230	2144
13319935953	18840172592	20181202140344	1552
17405139883	16569963779	20180123170730	0072
19342117869	16569963779	20181004021520	0077
15781588029	15884588694	20180623065619	2691
15244749863	13319935953	20180508200229	0484
15647679901	19154926260	20180517093923	1925
16160892861	14397114174	20180812151518	1894
16569963779	15647679901	20180808101647	2754
16160892861	14397114174	20180930144042	0383
15647679901	16160892861	20181119035655	2138
19313925217	15647679901	20180808001423	2488
14410679238	15305526350	20180825005828	2797
15305526350	14410679238	20181006164657	0936
18101213362	16574556259	20180825153551	0748
19313925217	16160892861	20180303064347	2829
19342117869	17405139883	20181218195609	1215
16569963779	13319935953	20180920084353	0755
17885275338	19154926260	20181024074516	1129
19154926260	13319935953	20180911160757	0777
14397114174	16569963779	20180624033012	0043
19602240179	15280214634	20181122233806	0535
13319935953	14397114174	20180612070114	2291
15647679901	13319935953	20181108043054	1179
19565082510	13319935953	20180824054526	1935
19683537146	15884588694	20180602164701	2505
19154926260	13319935953	20180731123544	2555
15280214634	17405139883	20180903140809	0466
16160892861	19313925217	20180716062408	1407
15244749863	16569963779	20180303204507	0504
14410679238	18840172592	20180322202359	0649
19154926260	14171709460	20181224131017	0290
18840172592	17405139883	20181223220543	0149
16569963779	14397114174	20180520133525	0248
19342117869	19565082510	20180721153830	1985
19602240179	15280214634	20181201155950	2961
14171709460	15781588029	20180622164248	0177
16160892861	15305526350	20181025232012	0055
19683537146	18101213362	20181228004706	2147
14930423697	17885275338	20180903130410	1959
15244749863	14410679238	20180115172512	2009
16574556259	18101213362	20180227013824	0405
19683537146	15647679901	20180326130717	2181
